Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Order Date,Loyalty_Score,Quantity,Unit_Price,Total_Price,Age_Group
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,49,PayPal,Bi-Weekly,2025-08-26 12:00:00,2.0416666666666665,1,67.0,67.0,18–25
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,Yes,13,PayPal,Fortnightly,2025-08-27 12:00:00,0.29545454545454547,1,39.0,39.0,36–50
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,2025-08-28 12:00:00,1.6428571428571428,1,29.0,29.0,26–35
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,2025-08-29 12:00:00,1.4,1,58.0,58.0,26–35
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually,2025-08-30 12:00:00,0.4807692307692308,1,65.0,65.0,51–70
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,2025-08-31 12:00:00,0.5813953488372093,1,94.0,94.0,36–50
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly,2025-09-01 12:00:00,0.27906976744186046,1,81.0,81.0,36–50
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,2025-09-02 12:00:00,0.10256410256410256,1,86.0,86.0,36–50
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly,2025-09-03 12:00:00,0.5588235294117647,1,43.0,43.0,51–70
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,2025-09-04 12:00:00,0.6176470588235294,1,29.0,29.0,51–70
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,2025-09-05 12:00:00,0.6122448979591837,1,95.0,95.0,36–50
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,2025-09-06 12:00:00,0.7936507936507936,1,28.0,28.0,51–70
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,2025-09-07 12:00:00,0.8035714285714286,1,46.0,46.0,51–70
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,2025-09-08 12:00:00,0.8918918918918919,1,58.0,58.0,36–50
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly,2025-09-09 12:00:00,0.8333333333333334,1,48.0,48.0,26–35
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,Monthly,2025-09-10 12:00:00,1.3157894736842106,1,43.0,43.0,18–25
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,2025-09-11 12:00:00,1.8333333333333333,1,95.0,95.0,18–25
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,2025-09-12 12:00:00,0.40384615384615385,1,30.0,30.0,51–70
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,2025-09-13 12:00:00,0.49206349206349204,1,64.0,64.0,51–70
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,2025-09-14 12:00:00,1.2702702702702702,1,90.0,90.0,36–50
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,2025-09-15 12:00:00,0.3684210526315789,1,76.0,76.0,36–50
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months,2025-09-16 12:00:00,0.4857142857142857,1,96.0,96.0,26–35
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Annually,2025-09-17 12:00:00,0.10714285714285714,1,47.0,47.0,26–35
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually,2025-09-18 12:00:00,1.4,1,85.0,85.0,26–35
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually,2025-09-19 12:00:00,0.3188405797101449,1,55.0,55.0,51–70
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,Quarterly,2025-09-20 12:00:00,0.5121951219512195,1,98.0,98.0,36–50
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,2025-09-21 12:00:00,0.3333333333333333,1,77.0,77.0,51–70
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,Yes,40,Debit Card,Annually,2025-09-22 12:00:00,1.1428571428571428,1,26.0,26.0,26–35
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,2025-09-23 12:00:00,0.027777777777777776,1,68.0,68.0,36–50
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly,2025-09-24 12:00:00,2.0,1,73.0,73.0,18–25
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,2025-09-25 12:00:00,0.6724137931034483,1,27.0,27.0,51–70
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,Monthly,2025-09-26 12:00:00,1.2592592592592593,1,23.0,23.0,26–35
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,Yes,29,Venmo,Fortnightly,2025-09-27 12:00:00,0.4461538461538462,1,49.0,49.0,51–70
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,2025-09-28 12:00:00,0.5740740740740741,1,74.0,74.0,51–70
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly,2025-09-29 12:00:00,0.14814814814814814,1,67.0,67.0,51–70
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,2025-09-30 12:00:00,0.0847457627118644,1,65.0,65.0,51–70
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,2025-10-01 12:00:00,0.16666666666666666,1,60.0,60.0,36–50
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,2025-10-02 12:00:00,0.6521739130434783,1,31.0,31.0,36–50
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,2025-10-03 12:00:00,0.42424242424242425,1,27.0,27.0,26–35
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,Yes,5,Cash,Fortnightly,2025-10-04 12:00:00,0.14705882352941177,1,80.0,80.0,26–35
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,2025-10-05 12:00:00,0.1111111111111111,1,30.0,30.0,26–35
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,2025-10-06 12:00:00,0.8846153846153846,1,25.0,25.0,51–70
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,2025-10-07 12:00:00,0.13793103448275862,1,35.0,35.0,26–35
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,2025-10-08 12:00:00,0.7777777777777778,1,67.0,67.0,51–70
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,2025-10-09 12:00:00,1.2,1,46.0,46.0,18–25
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,2025-10-10 12:00:00,0.9024390243902439,1,35.0,35.0,36–50
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,2025-10-11 12:00:00,0.03773584905660377,1,86.0,86.0,51–70
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,2025-10-12 12:00:00,0.5660377358490566,1,81.0,81.0,51–70
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,2025-10-13 12:00:00,2.238095238095238,1,42.0,42.0,18–25
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,2025-10-14 12:00:00,0.3442622950819672,1,43.0,43.0,51–70
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,2025-10-15 12:00:00,0.140625,1,31.0,31.0,51–70
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,2025-10-16 12:00:00,0.23529411764705882,1,81.0,81.0,51–70
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,2025-10-17 12:00:00,0.125,1,61.0,61.0,26–35
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,2025-10-18 12:00:00,0.2631578947368421,1,96.0,96.0,36–50
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,2025-10-19 12:00:00,0.4482758620689655,1,29.0,29.0,51–70
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40,Cash,Fortnightly,2025-10-20 12:00:00,1.25,1,33.0,33.0,26–35
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,2025-10-21 12:00:00,0.7391304347826086,1,32.0,32.0,36–50
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,2025-10-22 12:00:00,0.7948717948717948,1,56.0,56.0,36–50
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,2025-10-23 12:00:00,0.05263157894736842,1,94.0,94.0,18–25
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,2025-10-24 12:00:00,0.1,1,53.0,53.0,36–50
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,2025-10-25 12:00:00,0.1111111111111111,1,82.0,82.0,36–50
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,2025-10-26 12:00:00,0.7384615384615385,1,70.0,70.0,51–70
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,2025-10-27 12:00:00,0.453125,1,76.0,76.0,51–70
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,2025-10-28 12:00:00,0.2608695652173913,1,29.0,29.0,36–50
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually,2025-10-29 12:00:00,0.8055555555555556,1,100.0,100.0,36–50
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,2025-10-30 12:00:00,0.29411764705882354,1,94.0,94.0,51–70
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,2025-10-31 12:00:00,0.6666666666666666,1,25.0,25.0,51–70
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,2025-11-01 12:00:00,1.0789473684210527,1,88.0,88.0,36–50
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,2025-11-02 12:00:00,0.6949152542372882,1,78.0,78.0,51–70
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,2025-11-03 12:00:00,0.6842105263157895,1,45.0,45.0,51–70
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,2025-11-04 12:00:00,0.5925925925925926,1,73.0,73.0,51–70
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,2025-11-05 12:00:00,1.16,1,61.0,61.0,18–25
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,2025-11-06 12:00:00,0.21739130434782608,1,22.0,22.0,51–70
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,2025-11-07 12:00:00,0.5789473684210527,1,38.0,38.0,51–70
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,2025-11-08 12:00:00,0.2571428571428571,1,38.0,38.0,51–70
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,2025-11-09 12:00:00,1.4583333333333333,1,100.0,100.0,18–25
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly,2025-11-10 12:00:00,0.373134328358209,1,64.0,64.0,51–70
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,2025-11-11 12:00:00,0.25,1,55.0,55.0,18–25
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,2025-11-12 12:00:00,0.27419354838709675,1,91.0,91.0,51–70
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,2025-11-13 12:00:00,0.2982456140350877,1,38.0,38.0,51–70
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,2025-11-14 12:00:00,0.8,1,97.0,97.0,51–70
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,2025-11-15 12:00:00,0.13333333333333333,1,22.0,22.0,36–50
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,2025-11-16 12:00:00,0.6521739130434783,1,92.0,92.0,51–70
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,2025-11-17 12:00:00,0.1044776119402985,1,84.0,84.0,51–70
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,2025-11-18 12:00:00,0.36666666666666664,1,93.0,93.0,26–35
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,2025-11-19 12:00:00,1.7083333333333333,1,50.0,50.0,18–25
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,2025-11-20 12:00:00,0.3870967741935484,1,64.0,64.0,51–70
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,2025-11-21 12:00:00,0.4883720930232558,1,61.0,61.0,36–50
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,2025-11-22 12:00:00,0.6857142857142857,1,48.0,48.0,26–35
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,2025-11-23 12:00:00,0.2857142857142857,1,45.0,45.0,26–35
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,2025-11-24 12:00:00,0.375,1,88.0,88.0,26–35
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,2025-11-25 12:00:00,1.2307692307692308,1,57.0,57.0,36–50
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,2025-11-26 12:00:00,0.21428571428571427,1,68.0,68.0,26–35
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,2025-11-27 12:00:00,0.2978723404255319,1,94.0,94.0,36–50
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,2025-11-28 12:00:00,1.7,1,41.0,41.0,18–25
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,2025-11-29 12:00:00,0.19047619047619047,1,83.0,83.0,51–70
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,2025-11-30 12:00:00,0.44,1,22.0,22.0,18–25
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,2025-12-01 12:00:00,0.1724137931034483,1,74.0,74.0,26–35
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,2025-12-02 12:00:00,0.5,1,90.0,90.0,36–50
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,2025-12-03 12:00:00,0.6111111111111112,1,79.0,79.0,<18
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,2025-12-04 12:00:00,0.38571428571428573,1,28.0,28.0,51–70
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,2025-12-05 12:00:00,0.6515151515151515,1,88.0,88.0,51–70
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,2025-12-06 12:00:00,0.6428571428571429,1,26.0,26.0,26–35
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,2025-12-07 12:00:00,0.5925925925925926,1,27.0,27.0,51–70
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,2025-12-08 12:00:00,1.4210526315789473,1,83.0,83.0,18–25
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly,2025-12-09 12:00:00,1.2,1,39.0,39.0,18–25
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,2025-12-10 12:00:00,0.7209302325581395,1,89.0,89.0,36–50
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,2025-12-11 12:00:00,1.0263157894736843,1,68.0,68.0,36–50
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,2025-12-12 12:00:00,0.72,1,90.0,90.0,36–50
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually,2025-12-13 12:00:00,0.078125,1,34.0,34.0,51–70
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly,2025-12-14 12:00:00,0.9591836734693877,1,51.0,51.0,36–50
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,2025-12-15 12:00:00,0.6170212765957447,1,45.0,45.0,36–50
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,2025-12-16 12:00:00,1.1944444444444444,1,88.0,88.0,36–50
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,2025-12-17 12:00:00,0.7272727272727273,1,85.0,85.0,51–70
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,2025-12-18 12:00:00,0.16,1,100.0,100.0,18–25
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,2025-12-19 12:00:00,0.7358490566037735,1,42.0,42.0,51–70
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,2025-12-20 12:00:00,0.9183673469387755,1,53.0,53.0,36–50
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly,2025-12-21 12:00:00,0.5714285714285714,1,86.0,86.0,26–35
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly,2025-12-22 12:00:00,0.4827586206896552,1,66.0,66.0,26–35
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly,2025-12-23 12:00:00,0.7021276595744681,1,100.0,100.0,36–50
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually,2025-12-24 12:00:00,0.33962264150943394,1,47.0,47.0,51–70
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly,2025-12-25 12:00:00,0.2727272727272727,1,25.0,25.0,26–35
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually,2025-12-26 12:00:00,1.619047619047619,1,51.0,51.0,18–25
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,2025-12-27 12:00:00,1.03125,1,41.0,41.0,26–35
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,2025-12-28 12:00:00,0.28846153846153844,1,73.0,73.0,51–70
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,2025-12-29 12:00:00,0.05970149253731343,1,42.0,42.0,51–70
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually,2025-12-30 12:00:00,0.5813953488372093,1,20.0,20.0,36–50
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months,2025-12-31 12:00:00,0.3448275862068966,1,30.0,30.0,51–70
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,2026-01-01 12:00:00,0.25,1,53.0,53.0,18–25
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly,2026-01-02 12:00:00,0.26229508196721313,1,74.0,74.0,51–70
